Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""ReportBuilder_Pages/Restaurant_Intranet_Dashboard_Page/Select PC name""), [""PCName"":PCName], CONTINUE_ON_FAILURE)",Chrome 80.0.3987.149,,,2020-03-18 16:47:10,2020-03-18 16:47:14,3.540s,PASSED
"callTestCase(findTestCase(""ReportBuilder_Pages/Restaurant_Intranet_Dashboard_Page/Click on dashbord calender button and select operational calender""), [:], CONTINUE_ON_FAILURE)",Chrome 80.0.3987.149,,,2020-03-18 16:47:14,2020-03-18 16:47:48,34.349s,FAILED
valuesFromCalendarDashboard = [:],Chrome 80.0.3987.149,,,2020-03-18 16:47:48,2020-03-18 16:47:48,0.000s,PASSED
"valuesFromCalendarDashboard = callTestCase(findTestCase(""ReportBuilder_Pages/Restaurant_Intranet_Dashboard_Page/Get all available variable values from calender view for one month""), [:], CONTINUE_ON_FAILURE)",Chrome 80.0.3987.149,,,2020-03-18 16:47:48,2020-03-18 16:47:56,7.181s,FAILED
"callTestCase(findTestCase(""CrossLocationReportBuilder_TestCases/TC77_Verify Created Report is displaying same as per the set configuration in report setup""), [""ReportName"":ReportName], CONTINUE_ON_FAILURE)",Chrome 80.0.3987.149,,,2020-03-18 16:47:56,2020-03-18 16:48:13,17.733s,PASSED
"callTestCase(findTestCase(""ReportBuilder_Pages/CreatedReports/Verify Date Picker is displayed as defined Data Grain - Copy""), [:], CONTINUE_ON_FAILURE)",Chrome 80.0.3987.149,,,2020-03-18 16:48:13,2020-03-18 16:48:26,12.296s,PASSED
NoOfDaysFromReports = [],Chrome 80.0.3987.149,,,2020-03-18 16:48:26,2020-03-18 16:48:26,0.000s,PASSED
"NoOfDaysFromReports = callTestCase(findTestCase(""ReportBuilder_Pages/CreatedReports/Verify Dates on report based on selected present data by""), [:], CONTINUE_ON_FAILURE)",Chrome 80.0.3987.149,,,2020-03-18 16:48:26,2020-03-18 16:48:26,0.569s,FAILED
"callTestCase(findTestCase(""ReportBuilder_Pages/CreatedReports/Verify all added columns in report is same as added during set up""), [""AddedColumnsSize"":TotalNoOfColumnsAdded, ""SetUpList"":ColumnListNew], CONTINUE_ON_FAILURE)",Chrome 80.0.3987.149,,,2020-03-18 16:48:26,2020-03-18 16:48:27,0.637s,FAILED
"callTestCase(findTestCase(""ReportBuilder_Pages/Restaurant_Intranet_Dashboard_Page/Fetch variable values from created report and do comapre with calendar values""), [""SetUpListToGetData"":valuesFromCalendarDashboard, ""DayWiseDates"":NoOfDaysFromReports, ""NoOfAddedColumns"":TotalNoOfColumnsAdded], CONTINUE_ON_FAILURE)",Chrome 80.0.3987.149,,,2020-03-18 16:48:27,2020-03-18 16:48:28,0.916s,FAILED
Start listener action : afterTestcase,Chrome 80.0.3987.149,,,2020-03-18 16:48:28,2020-03-18 16:48:28,0.001s,PASSED
